Date,Amount,Purpose,Campaign Name,Payee Name,cpf_payee_info_address,city_name,state_abbreviation,zip_code,Campaign Type,Race,District Number,,,,
6/3/2015,28.85,Robo call,Anna Jones For City Council,Voter Activation Network,1101 15th St NW Ste 500,Washington,DC,20005,Candidate,District Councilmember,Council District 10,,,,
6/3/2015,539.44,Postage for mailing,Allies for Denver City Council,CRS Management,899 Logan Street,Denver,CO,80203,PAC,,,,,,
6/4/2012,907,Fundraising Expense,Denver County Republican Central Committee,All American Classics,265 Cedar Mountain Circle,Hot Springs,AR,71910,PAC,,,,,,
6/4/2012,25,Credit Card Processing Fee,Hancock for Denver,First Data Corp.,5565 Glenridge Connector NE #2000,Atlanta,GA,30342,Candidate,Mayor,,,,,
6/4/2012,25,Online Credit Card Fees,Mejia for Mayor,First Data Merchant Services Corporation,5565 Glenridge Connector NE,Atlanta,GA,30342,Candidate,Mayor,,,,,
6/4/2013,70.66,internet,Denver County Republican Central Committee,Comcast,8692 S 300 W St B,Sandy,UT,84070,PAC,,,,,,
6/4/2013,257,Cell Phone,Hancock for Denver,Verizon Wireless,7000 Central Ave. SW,Albuquerque,NM,87121,Candidate,Mayor,,,,,
6/4/2013,96,postage,Kniech for Council At-Large,USPS,1766 W. 46th Ave,Denver,CO,80211,Candidate,Council-At-Large,,,,,
6/4/2014,70.66,internet,Denver County Republican Central Committee,Comcast,8692 S 300 W St B,Sandy,UT,84070,PAC,,,,,,
6/4/2014,1.13,Card Processing Fees,Aaron Greco for Denver ,Democracy Engine,2125 14th Street Northwest,Washington,DC,20009,Candidate,District Councilmember,Council District 7,,,,
6/4/2015,30.35,Food/Beverage,Albus Brooks for City Council,Racines,10101 E Hampden Ave,Denver,CO,80231,Candidate,District Councilmember,Council District 8,,,,
6/4/2015,250,Donation,Albus Brooks for City Council,Rafael Espinoza for City Council,2101 Clay St,Denver,CO,80211,Candidate,District Councilmember,Council District 8,,,,
6/4/2015,1000,Campaign Manager,Sean Bradley for Denver City Council District 11,Patrick Thibault,2380 Court Place #408,Denver,CO,80205,Candidate,District Councilmember,Council District 11,,,,
6/4/2015,4200,Campaign Canvassing,Sean Bradley for Denver City Council District 11,Sam Lopez,4840 Chambers Road,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
6/4/2015,30,Monthly Charge,O'Brien for Auditor,PayPal,2211 North First Street,San Jose,CA,95131,Candidate,Auditor,,,,,
6/4/2015,186.8,web design,O'Brien for Auditor,Pat Lombardi Design,765 Barberry Circle,Lafayette,CO,80026,Candidate,Auditor,,,,,
6/4/2015,33.56,Advertising,Citizens for John Kidd,Facebook, Inc.,1601 Willow Rd,Menlo Park,CA,94025,Candidate,District Councilmember,Council District 2,,,
6/4/2015,6.4,Paypal Fees,Anna Jones For City Council,Paypal, 2211 North First Street,San Jose,CA,95131,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,187,Canvassing,Anna Jones For City Council,Levi Maes,8156 S Wadsworth Blvd,Littleton,CO,80128,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,255,Canvassing,Anna Jones For City Council,Lisa Straehley,1934 Grant St Apt 7,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,216,Canvassing,Anna Jones For City Council,Emily Lanter,2400 E Asbury Ave #124C,Denver,CO,80210,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,248,Canvassing,Anna Jones For City Council,Courtney Hughes,1041 Ogden St Apt 203,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,1500,Deferred campaign mgt fees,Anna Jones For City Council,Adam Estroff,515 Clarkson St #1002,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
6/4/2015,270,Canvassing,Anna Jones For City Council,Loreli Bratton,165 King St,Denver,CO,80219,Candidate,District Councilmember,Council District 10,,,,
6/5/2012,10000,Venue and Meal for Meeting,Denver County Republican Central Committee,Denver Museum of Nature and Science,2001 Colorado Blvd,Denver,CO,80205,PAC,,,,,,
6/5/2013,25.5,Food and Beverage,Albus Brooks for City Council,Jakes Food and Spirits,3800 Walnut,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
6/5/2013,700,Campaign Management ,Albus Brooks for City Council,Levi Johnsen,3529 Vine,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
6/5/2013,397.15,Marketing/Promotional Materials (t-shirts),Albus Brooks for City Council,Clean Fun Promotions,3187 Pullman St,Costa Mesa,CA,92626,Candidate,District Councilmember,Council District 8,,,,
6/5/2013,2492.2,Reimb Exp. Mailing Golf Tournament,Teamsters Local No. 17 Political Action Committee,Teamsters Local No. 17,7010 Broadway,Denver,CO,80221,PAC,,,,,,
6/5/2013,32.7,Check Purchase,Friends of Denver Parks Inc.,Key Bank,3600 S Yosemite,Denver,CO,80237,Issue,,,,,,
6/5/2014,75.84,Campaign Expense Misc.,Albus Brooks for City Council,Manager of Finance,201 W. Colfax Ave,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
6/5/2014,400,Consulting,Sherman for Council,Derrington Consulting,1033 Downing St. #110,Denver,CO,80218,Candidate,District Councilmember,Council District 10,,,,
6/5/2015,8,Food/Beverage,Albus Brooks for City Council,Spangalang Brewery,2736 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
7/22/2015,50,Reimbursement for covering the cost of a filing fee with the Colorado Secretary of State,Committee for Limited Social Cannabis Consumption,Vicente Sederberg LLC,1244 Grant Street,Denver,CO,80203,PAC,,,,,,
7/22/2015,600,Return of Contribution,Committee for Limited Social Cannabis Consumption,Vicente Sederberg LLC,1244 Grant Street,Denver,CO,80203,PAC,,,,,,
7/23/2012,25,Ipad Data,Hancock for Denver,AT&T Corporation,500 North Point,Alpharetta,GA,30005,Candidate,Mayor,,,,,
7/23/2013,300,Research,Hancock for Denver,Rick Johnson & Associates,1649 Downing St.,Denver,CO,80218,Candidate,Mayor,,,,,
7/23/2013,50,contibution,Friends of Marcia Johnson,Habitat for Humanity of Metro Denver,3245 Eliot Street,Denver,CO,80211,Candidate,District Councilmember,Council District 5,,,,
7/23/2013,100,contibution,Friends of Marcia Johnson,Denver Brass,2253 Downing Street,Denver,CO,80205,Candidate,District Councilmember,Council District 5,,,,
7/23/2014,26.91,Gifts,Albus Brooks for City Council,Forever Yours Floral,2035 East 18th Avenue #9,Denver,CO,80206,Candidate,District Councilmember,Council District 8,,,,
7/23/2014,81.8,Website domain,Kniech for Council At-Large,Godaddy.com,14455 North Hayden Rd,Scottsdale,AZ,85260,Candidate,Council-At-Large,,,,,
7/23/2014,65.77,Fundraising,Langston for Denver,Ace Alameda Station,417 S. Broadway ,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
7/23/2014,17.2,Fundraising,Langston for Denver,Ace Alameda Station,417 S. Broadway ,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
7/23/2014,41.11,Fundraising,Langston for Denver,Ace Alameda Station,417 S. Broadway ,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
7/23/2014,20.41,Office Supplies,Aaron Greco for Denver ,Officemax 199,343 South Broadway,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
7/23/2014,210.32,Printing,Aaron Greco for Denver ,C&D Printing,5351 Tennyson Street, #1C,Denver,CO,80212,Candidate,District Councilmember,Council District 7,,,
7/23/2014,6.02,Card Processing Fees,Aaron Greco for Denver ,Democracy Engine,2125 14th Street Northwest,Washington,DC,20009,Candidate,District Councilmember,Council District 7,,,,
7/23/2015,610.51,Consulting - Compliance/Bookkeeping,Hancock for Denver,Sandy Partyka,PO Box 533,Indian Hills,CO,80454,Candidate,Mayor,,,,,
7/23/2015,430.44,Unemployment Taxes,Hancock for Denver,Colorado State Treasurer/UI Employer Services,PO Box 956,Denver,CO,80201,Candidate,Mayor,,,,,
7/24/2013,171.2,Graphic Design,Hancock for Denver,Pat Lombardi,765 Barberry Circle,Lafayette,CO,80026,Candidate,Mayor,,,,,
7/24/2013,489.28,Printing,Hancock for Denver,C&D Printing,5351 Tennyson St. Unit 1-C,Denver,CO,80212,Candidate,Mayor,,,,,
7/24/2013,180,Event Fee,Hancock for Denver,Park Hill Golf Course,4141 E. 35th Ave,Denver,CO,80207,Candidate,Mayor,,,,,
7/24/2013,300,Event Fee,Hancock for Denver,Teamsters Local Union #17 PAC,7010 Broadway Suite 200,Denver,CO,80221,Candidate,Mayor,,,,,
7/24/2013,1500,Consulting-Bookkeeping,Hancock for Denver,Sandy Partyka,PO Box 533,Indian Hills,CO,80454,Candidate,Mayor,,,,,
7/24/2013,250,Tournament Sponsorship,Jeanne Robb for City Council,Colfax on the Hill,P.O. Box 300006,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
7/24/2014,120,Travel - Meals & Transportation,Albus Brooks for City Council,Cash,1717 Grant Street,Denver,CO,80203,Candidate,District Councilmember,Council District 8,,,,
7/24/2014,3,Bank Fees,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
7/24/2014,40,Issues lunch,Charlie Brown for City Council,Charcoal,43 west 9th Ave,Denver,CO,80204,Candidate,District Councilmember,Council District 6,,,,
7/24/2014,59,constituent get well flowers,Charlie Brown for City Council,From You Flowers,On Line,Denver,CO,80209,Candidate,District Councilmember,Council District 6,,,,
7/24/2014,162,Office framing,Charlie Brown for City Council,Frame de Art,3065 S. Broadway,Denver,CO,80213,Candidate,District Councilmember,Council District 6,,,,
7/24/2014,20,District Map,Sherman for Council,City & County of Denver,201 W. Colfax Ave.,Denver,CO,80202,Candidate,District Councilmember,Council District 10,,,,
7/24/2014,25.43,Meals,Langston for Denver,Thai Basil,540 E. Alameda Ave.,Denver,CO,80209,Candidate,District Councilmember,Council District 7,,,,
7/24/2015,51.61,Name Badges,O'Brien for Auditor,Fast Signs,1485 S Colorado Blvd #150,Denver,CO,80222,Candidate,Auditor,,,,,
7/25/2012,1,Bank Fee,Hickenlooper for Mayor,1st Bank,370 17th Street,Denver,CO,80202,Candidate,Mayor,,,,,
7/25/2012,69.99,Internet Security Program,MacKenzie for Council,McAfee,Internet,Denver,CO,80202,Candidate,District Councilmember,Council District 1,,,,
7/25/2012,1.76,Internet Media,Mejia for Mayor,Google, Inc.,1600 Amphitheatre Parkway,Mountain View,CA,94043,Candidate,Mayor,,,,
7/25/2012,59.9,Online Services,Mejia for Mayor,EZ Publishing, Inc.,1215 21st St, Suite B,Sacramento,CA,95814,Candidate,Mayor,,,
7/25/2013,117.99,tent, chairs,Denver County Republican Central Committee,Kmart,363 S Broadway,Denver,CO,80209,PAC,,,,,
7/25/2013,30,St. Joseph's Hospital Foundation event,Charlie Brown for City Council,Dave and Buster's,2000 S. Colorado Blvd,Denver,CO,80222,Candidate,District Councilmember,Council District 6,,,,
7/25/2013,72.52,Security software,MacKenzie for Council,McAfee Software,5000 Headquarters Drive,Plano,TX,75024,Candidate,District Councilmember,Council District 1,,,,
7/25/2013,4,bank fees,Elect Chris Martinez,First Bank,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
7/25/2014,18,Food and Beverage,Albus Brooks for City Council,Epic Brewing,3001 Walnut Street,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/7/2015,242,Campaign Services ,Fran Coleman for City Council,Abe Kaul,870 Cherry Street # 304,Denver,CO,80220,Candidate,District Councilmember,Council District 2,,,,
5/7/2015,1582.5,Phone Calls,O'Brien for Auditor,Elaine Brofford,3194 S Elmira Court,Denver,CO,80231,Candidate,Auditor,,,,,
5/7/2015,3000,Campaign Manager,Adams for Denver City Council,Marguerita ten Houten,777 Corona Street, Apt 6,Denver,CO,80218,Candidate,District Councilmember,Council District 6,,,
5/7/2015,1875,Consultant,Adams for Denver City Council,Sean Walsh Consulting,1065 Emerson St. #B,Denver,CO,80218,Candidate,District Councilmember,Council District 6,,,,
5/7/2015,35,Bank Fee,Adams for Denver City Council,Bank of the West,1099 18th St,Denver,CO,80202,Candidate,District Councilmember,Council District 6,,,,
5/7/2015,500,Campaign Support,Committee to Elect Stacie Gilmore,Chris Urias,5538 Worchester Street,Denver,CO,80239,Candidate,District Councilmember,Council District 11,,,,
5/7/2015,22,Account Checks,Committee to Elect Stacie Gilmore,1st Bank ,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
5/7/2015,88.2,election night event,Travis Leiker for Denver City Council ,Shells and Sauce,2600 E 12th Ave,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
5/7/2015,21.16,Strategy meeting,Anna Jones For City Council,Cosmos Pizza,550 Grant St,Denver,CO,80203,Candidate,District Councilmember,Council District 10,,,,
5/8/2012,238.43,Cell Phone,Hancock for Denver,Verizon Wireless,7000 Central Ave. SW,Albuquerque,NM,87121,Candidate,Mayor,,,,,
5/8/2013,3,bank fee,Denver County Republican Central Committee,Wells Fargo,101 N. Phillips Ave,Sioux Falls,ND,57104,PAC,,,,,,
5/8/2013,30.91,Food and Beverage,Albus Brooks for City Council,Jakes Food and Spirits,3800 Walnut,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/8/2013,24,Food and Beverage,Albus Brooks for City Council,Jakes Food and Spirits,3800 Walnut,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/8/2013,3,Online Image Fee,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/8/2013,793.27,consulting,Kniech for Council At-Large,Derrington Consulting,1033 Downing St #110,Denver,CO,80218,Candidate,Council-At-Large,,,,,
5/8/2013,29.15,Graphic design,Sherman for Council,Pat Lombardi,765 Barberry Cir.,Lafayette,CO,80026,Candidate,District Councilmember,Council District 10,,,,
5/8/2014,50.12,Food and Beverage,Albus Brooks for City Council,Earls Downtown Denver,1600 Glenarm Placw,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
5/8/2014,200,Grand Opening Union Station Terminal,Charlie Brown for City Council,Ride On Inc,1625 Broadway #700,Denver,CO,80202,Candidate,District Councilmember,Council District 6,,,,
5/8/2014,22.65,Credit Card Process Fee,Nevitt for Auditor,ActBlue,PO Box 441146,Somerville,MA,2114,Candidate,Auditor,,,,,
5/8/2014,3,Bank Fee,Campaign to Elect Shelli Brown,FirstBank,18521 Green Valley Ranch Boulevard,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
5/8/2014,32.49,Office Supplies,Campaign to Elect Shelli Brown,King Soopers,18605 Green Valley Ranch Boulevard,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
5/8/2014,14.8,bank fee,Friends of Tea Schook,PayPal,2211 North First Street,San Jose,CA,95131,Candidate,District Councilmember,Council District 11,,,,
5/8/2014,15.6,Deposit Stamp,Kendra Black for District 4 City Council,Aurora Artistic Imprints, LTD,P.O. Box 441311,Aurora,CO,80044,Candidate,District Councilmember,Council District 4,,,
5/8/2015,3,Bank Fee,Albus Brooks for City Council,WellsFargo,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
5/8/2015,750,Web Site,Debra for Denver,Vivace Creative LLC,9125 Sugarstone Circle #8,Highlands Ranch,CO,80130,Candidate,Clerk & Recorder,,,,,
5/8/2015,60.05,Banking fees,Kniech for Council At-Large,ActBlue,366 Summer St,Somerville,MA,2144,Candidate,Council-At-Large,,,,,
5/8/2015,3000,Campaign Consultant,Ortega at Large,Tracy Osborn,4580 Flower St,Denver,CO,80033,Candidate,Council-At-Large,,,,,
5/8/2015,6000,Campaign Consultant,Ortega at Large,Joe Wood,5 Ivy Street,Denver,CO,80220,Candidate,Council-At-Large,,,,,
5/8/2015,101.84,Meals and Entertainment - Election Party,Friends for Ian,Ian Harwick,900 S. Pecos Way,Denver,CO,80223,Candidate,District Councilmember,Council District 7,,,,
5/8/2015,3,check viewing fee,The Committee to Elect Michael Borcherding,Wells Fargo Bank,1601 Blake Street  #105,Denver,CO,80202,Candidate,District Councilmember,Council District 9,,,,
5/8/2015,500,Campaign Management,Campaign to Elect Shelli Brown,Heather Wilson,1133 E 100th Place,Thornton,CO,80229,Candidate,District Councilmember,Council District 11,,,,
5/8/2015,12.3,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
5/8/2015,1300,Consulting,Sean Bradley for Denver City Council District 11,Acen Phillips,2937 Fillmore Street,Denver,CO,80205,Candidate,District Councilmember,Council District 11,,,,
5/8/2015,1000,Professional Services,Langston for Denver,Jacqueline Dayy,11449 Central Ct. #209,Broomfield,CO,80021,Candidate,District Councilmember,Council District 7,,,,
5/8/2015,65.47,Transaction Fee,Kashmann For Council - Denver District 6,ActBlue,366 Summer St.,Somerville,MA,2144,Candidate,District Councilmember,Council District 6,,,,
5/8/2015,60,Staffing,Rafael Espinoza for District Councilmember,Josephvon Miller,1351 W. 38th Ave,Denver,CO,80211,Candidate,District Councilmember,Council District 1,,,,
5/8/2015,250,Staffing,Rafael Espinoza for District Councilmember,Kathleen Relf,1351 W. 38th Ave,Denver,CO,80211,Candidate,District Councilmember,Council District 1,,,,
6/9/2014,30,Transportation,Albus Brooks for City Council,Towne Park Ltd,Downtown,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
6/9/2014,3,Bank Fees,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
6/9/2014,353.48,Printing,Albus Brooks for City Council,C&D Printing,#1C, 5351 Tennyson Street,Denver,CO,80212,Candidate,District Councilmember,Council District 8,,,
